H,U6342,Activity,20150209,15:52:00,20150116,1.8,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150116,20150120,SELL,-800000,1.19919,959352,0,-16.04535876,0,0,0,1227968253,,TRADE USD.CAD,0.83441,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150116,20150120,SELL,-200000,1.19915,239830,0,-4.01120589,0,0,0,1227968257,,TRADE USD.CAD,0.83441,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150116,20150120,SELL,-58000,1.19937,69563.46,0,-2,0,0,0,1227968296,,TRADE USD.CAD,0.83441,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150116,20150120,SELL,-195000,1.19949,233900.55,0,-3.91203462,0,0,0,1227968321,,TRADE USD.CAD,0.83441,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150116,20150120,BUY,1000000,1.20296,-1202960,0,-20.11975247,0,0,0,1228136952,,TRADE USD.CAD,0.83441,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150116,20150120,BUY,253000,1.20303,-304366.59,0,-5.09059358,0,0,0,1228136975,,TRADE USD.CAD,0.83441,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150116,20150120,SELL,-3900,1.20023,4680.897,0,-2,0,0,0,1228228453,,TRADE USD.CAD,0.83441,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150116,20150121,BUY,1000000,14.6765,-14676500,0,-20.01158986,0,0,0,1227968252,,TRADE USD.MXN,0.068686,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150116,20150121,BUY,58000,14.67901,-851382.58,0,-2,0,0,0,1227968295,,TRADE USD.MXN,0.068686,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150116,20150121,BUY,195000,14.6793,-2862463.5,0,-3.9030045,0,0,0,1227968305,,TRADE USD.MXN,0.068686,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150116,20150121,SELL,-253000,14.63735,3703249.55,0,-5.04942671,0,0,0,1228136953,,TRADE USD.MXN,0.068686,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150116,20150121,SELL,-1000000,14.63814,14638140,0,-19.95928552,0,0,0,1228136961,,TRADE USD.MXN,0.068686,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150116,20150121,SELL,-3343,14.64107,48945.09701,0,-2,0,0,0,1228228511,,TRADE USD.MXN,0.068686,,,IDEALFX,,,
T,15,
