H,U6342,Activity,20150209,15:51:59,20150115,1.8,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,BUY,200000,1.19565,-239130,0,-4.00217573,0,0,0,1226929776,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,BUY,200000,1.19565,-239130,0,-4.00217573,0,0,0,1226929777,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,BUY,200000,1.19567,-239134,0,-4.00224268,0,0,0,1226929782,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,BUY,200000,1.19567,-239134,0,-4.00224268,0,0,0,1226929783,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,BUY,75000,1.19565,-89673.75,0,-1.5008159,0,0,0,1226929784,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,BUY,125000,1.19567,-149458.75,0,-2.50140167,0,0,0,1226929785,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,BUY,84000,1.19565,-100434.6,0,-2,0,0,0,1226929788,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,BUY,169000,1.19568,-202069.92,0,-3.38192335,0,0,0,1226929792,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,SELL,-1000000,1.19847,1198470,0,-20.05807531,0,0,0,1226936935,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,SELL,-253000,1.19875,303283.75,0,-5.07587866,0,0,0,1226939050,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,BUY,1000000,1.19744,-1197440,0,-20.04083682,0,0,0,1226943663,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150115,20150116,BUY,100000,1.19734,-119734,0,-2.00391632,0,0,0,1226943673,,TRADE USD.CAD,0.83623,,,IDEALFX,,,
