H,U6342,Activity,20150209,15:51:57,20150112,1.8,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150112,20150113,SELL,-1000000,1.18597,1185970,0,-19.99443648,0,0,0,1224077070,,TRADE USD.CAD,0.83518,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150112,20150113,SELL,-200000,1.18596,237192,0,-3.99885358,0,0,0,1224077333,,TRADE USD.CAD,0.83518,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150112,20150113,SELL,-34000,1.18596,40322.64,0,-0.67980511,0,0,0,1224077346,,TRADE USD.CAD,0.83518,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150112,20150113,BUY,1000000,1.18459,-1184590,0,-19.97117087,0,0,0,1224087176,,TRADE USD.CAD,0.83518,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150112,20150113,BUY,234000,1.1846,-277196.4,0,-4.67329343,0,0,0,1224087239,,TRADE USD.CAD,0.83518,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150112,20150113,BUY,1000000,1.18431,-1184310,0,-19.96645031,0,0,0,1224094727,,TRADE USD.CAD,0.83518,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150112,20150113,BUY,200000,1.18433,-236866,0,-3.9933575,0,0,0,1224094885,,TRADE USD.CAD,0.83518,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150112,20150113,BUY,34000,1.18433,-40267.22,0,-0.67887078,0,0,0,1224094887,,TRADE USD.CAD,0.83518,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150112,20150113,SELL,-234000,1.18793,277975.62,0,-4.68643041,0,0,0,1224108280,,TRADE USD.CAD,0.83518,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150112,20150113,SELL,-1000000,1.18793,1187930,0,-20.0274804,0,0,0,1224108282,,TRADE USD.CAD,0.83518,,,IDEALFX,,,
D,U6342,15016062,,USD.CAD,CASH,CAD,USD,20150112,20150113,BUY,5166,1.19236,-6159.73176,0,-2,0,0,0,1224378991,,TRADE USD.CAD,0.83518,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150112,20150114,BUY,1000000,14.56775,-14567750,0,-19.95445517,0,0,0,1224077067,,TRADE USD.MXN,0.068244,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150112,20150114,BUY,234000,14.56662,-3408589.08,0,-4.66898032,0,0,0,1224077349,,TRADE USD.MXN,0.068244,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150112,20150114,SELL,-1000000,14.57403,14574030,0,-19.96305732,0,0,0,1224087181,,TRADE USD.MXN,0.068244,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150112,20150114,SELL,-234000,14.57369,3410243.46,0,-4.67124644,0,0,0,1224087255,,TRADE USD.MXN,0.068244,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150112,20150114,SELL,-1000000,14.59404,14594040,0,-19.99046641,0,0,0,1224094725,,TRADE USD.MXN,0.068244,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150112,20150114,SELL,-234000,14.5937,3414925.8,0,-4.67766016,0,0,0,1224094882,,TRADE USD.MXN,0.068244,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150112,20150114,BUY,234000,14.61434,-3419755.56,0,-4.68427582,0,0,0,1224108275,,TRADE USD.MXN,0.068244,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150112,20150114,BUY,1000000,14.61439,-14614390,0,-20.01834121,0,0,0,1224108278,,TRADE USD.MXN,0.068244,,,IDEALFX,,,
D,U6342,35045199,,USD.MXN,CASH,MXN,USD,20150112,20150114,SELL,-1178,14.63791,17243.45798,0,-2,0,0,0,1224379091,,TRADE USD.MXN,0.068244,,,IDEALFX,,,
T,22,
